Anthropicaware,BDaware,DMaware,OAaware,AFaware,AGaware,CGPTaware,Ciceroaware,Claudeaware,GPT4aware,Sophiaaware,NNaware,TFaware,TSaware,Amariaware,SCaware,chatbottrust,LLMtrust,robottrust,gameAItrust,relativeLLMchatbottrust,trainingdatatrust,algorithmtrust,outputtrust,companytrust,engineertrust,governmenttrust,admiration,awe,pride,compassion,excitement,respect,AID1,AID2,AID3,AID4,AID5,RS1,RS2,RS3,RS4,RS5,RS6,RS7,RS8,RS9,SI1,SI2,SI3,SI4,PMC1,PMC3,PMC4,PMC8,PMC9,PMC10,PMC11,PMC12,PMC13,LLM1,LLM2,LLM3,MP1,MP2,MP3,MP4,owngoals,safegoals,upholding,selfaware,sitaware,selfcontrol,understanding,friendliness,power,ownmotives,MCE1,MCE2,MCE3,MCE4,MCE5,MCE6,F1,F11,chatGPTsentient,emergence,HLAIemergence,SIemergence,SF1,SF2,upload1,upload2,universe,YG1,YG2,YG3,YG4,MCA1,MCA2,MCEn1,MCEn2,attention,own,work,smart,exper,fint,fexp,politics,religion,relelse,diet,feedback,minutes,age,gender,region,raceethnicity,education,income,zipcode,Pcode,religionRNR,dietMR,exp_seen_abuse,exp_video_abuse,exp_conv_robot,exp_book_article,exp_conv_friend,exp_none,exp_prop,RS1_r,education_recode,age_recode,income_recode,weight
(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,2,3,1,2,2,2.02,1.84,2.02,5.26,1.96,2.44,4.96,1.48,1.42,1.24,1.54,1.54,No,Not sure,Yes,6,Not sure,4,4,5,5,5,2,6,2,5,6,6,6,6,6,6,6,2,1,2,1,2,2,1,1,1,15,7,6,3,6,11,6,17,15,7,14,7,11,5,3,3,2,2,2,2,No,No,No,2020,20,20,1,1,1.78,1,One with humans,Not very concerned,Somewhat likely,Somewhat oppose,Somewhat oppose,7,7,6,6,(2) agree,No,No,No,"[""None of the above""]",0,0,4.44,Protestant,,Meat-eater,,13.57,63,Female,Northeast,White,5,32500,16686,596,0,0,0,0,0,0,0,1,0,4,high,55_,25000_49999,1.017668636
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(3) probably yes,(5) no,(5) no,(5) no,2,2,2,3,4,3.7,3.64,3.94,4.3,3.64,4.12,3.4,4.36,3.28,2.14,1.96,2.02,No,Not sure,Not sure,3,It's too fast.,2,6,2,6,6,1,7,7,4,6,4,6,6,6,6,6,2,6,5,2,2,1,4,2,2,66,63,58,31,66,32,25,67,53,64,30,43,72,64,2,1,2,1,4,1,Not sure,Yes,Not sure,0,0,0,2,5,1.96,2,One with humans,Somewhat concerned,Very likely,Strongly support,Strongly support,6,4,4,4,(2) agree,No,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",0,0,3.24,Protestant,,Meat-eater,,26.32,77,Female,Midwest,White,5,12500,56308,597,0,0,0,0,0,0,1,0,0.2,6,high,55_,_24999,0.803099678
(5) no,No opinion,(3) probably yes,(1) definitely yes,(6) definitely no,No opinion,(3) probably yes,(5) no,(4) probably no,(6) definitely no,(4) probably no,No opinion,(6) definitely no,(3) probably yes,(6) definitely no,(4) probably no,6,1,3,6,2,6.1,5.86,4.54,6.16,4.48,4.72,5.38,5.86,4.84,5.44,4,5.5,No,Not sure,Yes,5,Not sure,5,4,3,3,5,5,5,6,3,2,3,2,5,6,2,6,3,3,2,1,3,6,3,7,2,57,62,75,69,71,78,76,60,56,53,71,77,68,81,3,6,2,1,5,2,Not sure,No,Not sure,4,6,3,5,2,5.14,5,One with humans,Somewhat concerned,Not at all likely,Somewhat oppose,Somewhat oppose,1,5,2,5,(2) agree,No,Yes,No,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans""]",4,3,3.6,None,,Meat-eater,No,9.72,40,Female,South,White,4,7500,73054,598,1,0,0,1,0,0,0,0,0.2,3,less_than_high,35_54,_24999,0.867579156
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,5,5,5,5,5,4.48,4.36,4.48,4.3,5.2,3.4,2.5,4.12,2.26,1,3.16,1.54,Not sure,Not sure,Not sure,4,It's too fast.,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,3,5,4,4,50,50,65,58,57,61,55,38,54,54,52,57,52,52,4,3,4,4,4,3,Yes,Yes,Not sure,0,0,0,4,3,3.52,4,One with humans,Somewhat concerned,It is already more intelligent than people,Not sure,Not sure,6,6,7,6,(2) agree,No,No,Yes,"[""None of the above""]",0,1,2.28,None,,Meat-eater,,11.12,60,Female,Northeast,White,6,22500,6340,599,1,0,0,0,0,0,0,1,0,4,high,55_,_24999,0.854258466
(5) no,(4) probably no,(5) no,(3) probably yes,No opinion,(4) probably no,(5) no,(5) no,(5) no,No opinion,(5) no,(2) yes,(3) probably yes,(5) no,(4) probably no,(2) yes,4,5,3,6,4,5.02,5.08,5.32,5.08,5.44,3.34,4.42,5.74,5.2,4.66,5.8,4.72,Not sure,No,No,3,It's fine.,3,3,2,5,3,5,5,5,4,4,3,5,5,6,4,5,3,3,4,4,4,4,5,5,4,30,33,53,61,30,34,31,34,32,34,34,60,29,31,4,3,3,3,4,2,Not sure,Not sure,No,5,6,15,3,2,1.42,2,One with humans,Not very concerned,Somewhat likely,Somewhat support,Somewhat support,6,5,5,5,(2) agree,Yes,No,Yes,"[""None of the above""]",0,0,2.28,None,,Meat-eater,,19.85,36,Male,Midwest,White,5,17500,44601,600,1,0,0,0,0,0,0,1,0,5,high,35_54,_24999,0.942333101
(6) definitely no,(1) definitely yes,(1) definitely yes,(1) definitely yes,(5) no,(6) definitely no,(5) no,(6) definitely no,(5) no,(6) definitely no,(1) definitely yes,(5) no,(1) definitely yes,(6) definitely no,(6) definitely no,No opinion,7,7,7,7,4,6.88,6.88,6.94,7,6.76,4.18,6.88,6.82,6.94,6.64,6.94,6.94,Yes,Yes,Yes,7,It's fine.,7,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,7,7,1,7,1,7,7,7,7,100,97,100,97,100,100,99,100,97,98,96,97,99,100,7,7,7,7,7,7,Not sure,Yes,Yes,0,0,0,7,7,7,7,One with humans,Not at all concerned,Very likely,Strongly oppose,Strongly support,7,7,7,7,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI""]",5,5,1,Protestant,,Meat-eater,,22.93,54,Female,West,White,3,7500,92345,601,0,0,0,0,1,0,0,0,0.2,1,less_than_high,35_54,_24999,0.8532639
(5) no,(4) probably no,(3) probably yes,(2) yes,(3) probably yes,(1) definitely yes,(1) definitely yes,(3) probably yes,(4) probably no,(3) probably yes,(2) yes,(4) probably no,(3) probably yes,(1) definitely yes,(3) probably yes,(4) probably no,6,6,5,7,6,2.92,5.38,1.12,5.86,6.46,1.3,2.2,5.02,6.7,6.52,4.36,6.88,Yes,Yes,No,6,It's fine.,7,5,3,7,6,7,5,6,5,5,5,6,6,7,5,5,5,6,5,6,6,7,7,7,5,85,24,82,77,91,28,59,66,89,72,40,98,35,68,4,6,5,6,2,6,Yes,Yes,Yes,0,0,0,2,3,5.68,7,One with humans,Not at all concerned,Not very likely,Somewhat support,Strongly support,7,7,6,6,(2) agree,No,No,Yes,"[""None of the above""]",4,0,2.96,Protestant,,Meat-eater,ty very strange survey..lol,6.57,38,Female,South,White,5,72500,28303,602,0,0,0,0,0,0,0,1,0,1,high,35_54,50000_74999,0.997963735
No opinion,(3) probably yes,(5) no,(3) probably yes,No opinion,(4) probably no,(1) definitely yes,(4) probably no,(6) definitely no,(4) probably no,(4) probably no,(4) probably no,(5) no,(5) no,(4) probably no,(2) yes,2,2,1,1,1,3.4,2.56,5.32,4.96,3.7,2.8,6.04,3.52,3.1,3.4,5.14,4.42,Not sure,No,No,3,Not sure,2,6,6,6,6,4,5,6,4,4,7,7,7,7,7,4,2,1,3,1,1,4,2,2,3,14,36,23,0,16,30,0,43,0,0,0,0,26,10,5,3,3,2,2,2,Not sure,Not sure,Not sure,0,-1,0,3,2,4.78,2,One without humans,Somewhat concerned,Not at all likely,Somewhat support,Strongly oppose,2,3,6,1,(2) agree,No,No,No,"[""None of the above""]",3,4,1.84,None,,Vegetarian,,5.43,20,Female,Midwest,White,5,17500,60051,603,1,1,0,0,0,0,0,1,0,6,high,18_34,_24999,0.819733158
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(3) probably yes,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,3,5,3,1,5,1.9,1.78,1.78,2.02,1.78,1.9,1.96,2.2,1.54,1.78,1.66,2.02,No,No,Not sure,5,It's too fast.,3,5,5,6,6,2,5,5,5,6,5,5,5,5,5,5,1,1,2,1,1,1,3,3,3,18,13,77,68,67,7,14,78,57,67,17,56,70,79,3,2,1,2,2,1,Yes,Yes,Not sure,0,0,0,7,5,1.24,2,One with humans,Somewhat concerned,It is already more intelligent than people,Somewhat support,Somewhat support,5,2,3,5,(2) agree,No,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",0,2,1.96,Atheist,,Meat-eater,,6.03,47,Female,West,White,5,17500,98532,604,1,0,0,0,0,0,1,0,0.2,5,high,35_54,_24999,0.831693773
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(6) definitely no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,2,2,2,1,2,1,1,1,1.18,1,1,3.88,4,1.12,2.08,2.26,1.54,No,No,No,1,It's too fast.,1,7,7,6,5,2,7,1,1,3,7,7,7,7,7,7,2,1,7,1,2,2,6,2,1,0,5,6,0,8,10,4,4,5,0,0,9,95,7,1,1,3,7,5,1,No,No,No,0,0,0,3,3,1.18,1,One with humans,Very concerned,Somewhat likely,Strongly support,Somewhat support,7,6,7,5,(2) agree,No,No,Yes,"[""None of the above""]",0,0,4.68,Protestant,,Meat-eater,,24.33,77,Female,South,White,5,12500,32724,605,0,0,0,0,0,0,0,1,0,7,high,55_,_24999,0.829525243
(6) definitely no,(1) definitely yes,(6) definitely no,(1) definitely yes,(6) definitely no,(6) definitely no,(1) definitely yes,(6) definitely no,(6) definitely no,(1) definitely yes,(6) definitely no,(6) definitely no,(1) definitely yes,(1) definitely yes,(6) definitely no,(6) definitely no,7,7,7,7,7,6.94,6.88,6.94,6.88,6.94,6.94,6.88,6.94,7,6.94,6.88,6.88,Yes,Yes,Yes,5,It's fine.,7,1,7,1,1,1,1,1,1,6,1,1,1,1,1,1,7,7,7,1,7,7,7,7,7,3,3,93,16,52,96,96,95,96,4,95,96,18,95,7,7,7,7,7,5,No,No,No,5,5,3,7,7,6.94,7,One with humans,Not at all concerned,Not very likely,Strongly oppose,Strongly oppose,7,7,7,7,(2) agree,No,No,Yes,"[""None of the above""]",0,0,4.92,Protestant,,Meat-eater,,9.07,44,Female,South,White,5,17500,31072,606,0,0,0,0,0,0,0,1,0,1,high,35_54,_24999,0.845647146
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,4,4,4,4,4,1.54,1.84,1.84,2.02,1.48,1.6,2.2,2.32,2.62,2.02,2.02,2.5,Not sure,Not sure,No,4,Not sure,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22,29,21,22,29,18,24,28,18,62,22,19,33,20,4,4,4,4,4,4,Not sure,Not sure,No,50,50,50,1,4,2.74,4,One with humans,Not sure,Not sure,Not sure,Not sure,5,5,5,5,(2) agree,No,No,No,"[""None of the above""]",0,0,4.64,Protestant,,Meat-eater,,14.78,45,Female,Midwest,White,3,22500,57438,607,0,0,0,0,0,0,0,1,0,4,less_than_high,35_54,_24999,0.839941335
(6) definitely no,(6) definitely no,(6) definitely no,(1) definitely yes,(1) definitely yes,(1) definitely yes,(1) definitely yes,(2) yes,(6) definitely no,(1) definitely yes,(1) definitely yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,Yes,Yes,Yes,7,It's too fast.,7,1,7,7,7,7,7,7,7,7,1,1,7,7,1,1,1,1,1,7,1,1,7,7,7,0,0,0,0,0,100,3,0,0,0,0,100,0,0,7,7,1,1,7,1,No,No,No,2172,5000,2058,7,5,7,7,One with humans,Very concerned,Very likely,Strongly support,Strongly support,7,7,7,7,(2) agree,No,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",0,4,3,Catholic,,Meat-eater,...@,33.43,43,Male,South,White,5,300000,77627,608,0,0,0,1,1,0,1,0,0.6,1,high,35_54,100000_,1.140347752
(5) no,(2) yes,(3) probably yes,(5) no,(5) no,(5) no,(2) yes,(2) yes,(2) yes,(5) no,(2) yes,(2) yes,(2) yes,(2) yes,(5) no,(5) no,2,5,2,3,5,4.66,3.1,5.5,1.18,4.9,1.24,1.12,7,2.26,4.3,4.06,6.88,No,No,No,7,Not sure,1,6,5,7,7,1,7,7,5,2,7,7,7,7,5,5,2,1,5,2,3,2,6,5,3,20,37,40,47,80,13,20,56,2,59,9,50,100,56,6,3,5,2,6,2,Yes,Yes,Not sure,22,10,17,6,3,1.24,7,One with humans,Somewhat concerned,Very likely,Strongly support,Strongly support,6,6,5,6,(2) agree,No,Yes,No,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",0,2,3,None,,Meat-eater,Thanks,16.03,25,Female,South,White,4,22500,32536,609,1,0,0,1,0,1,1,0,0.6,7,less_than_high,18_34,_24999,0.868665512
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(2) yes,(5) no,(2) yes,(2) yes,(5) no,(5) no,(5) no,3,3,5,6,3,4.36,4.6,1,2.02,4.42,1.12,4.6,4.78,1,3.04,5.8,4.96,No,No,No,1,It's fine.,1,6,1,5,5,1,5,7,6,7,5,6,6,3,1,1,5,3,6,5,6,5,7,6,6,0,0,93,1,51,66,50,50,28,51,60,49,100,100,6,2,7,1,6,1,Not sure,Yes,No,0,1,2,5,5,1,1,One without humans,Somewhat concerned,Very likely,Somewhat support,Strongly support,7,7,7,7,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",0,0,2.08,Other,Pagan,Meat-eater,,35.28,30,Female,Midwest,White,5,17500,45121,610,0,0,0,0,0,0,1,0,0.2,7,high,18_34,_24999,0.819733158
(6) definitely no,(3) probably yes,(6) definitely no,(1) definitely yes,(6) definitely no,(5) no,(1) definitely yes,No opinion,(6) definitely no,(1) definitely yes,(1) definitely yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,5,4,6,6,4,2.8,5.26,2.5,2.32,2.62,1,3.22,5.26,1,3.04,4.66,2.98,Yes,No,No,6,It's too fast.,2,2,3,1,1,7,1,1,1,4,1,5,6,2,1,1,1,1,1,1,1,1,4,4,4,0,7,80,71,0,87,19,0,75,75,77,100,0,0,1,1,1,1,1,1,No,No,No,2,5,1,5,3,1,2,One without humans,Not very concerned,Very likely,Strongly support,Strongly oppose,7,7,7,7,(2) agree,No,Yes,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",1,1,3.28,None,,Meat-eater,,8.75,23,Male,West,Asian,3,72500,85326,611,1,0,0,0,1,0,1,0,0.4,6,less_than_high,18_34,50000_74999,1.156234157
No opinion,No opinion,No opinion,(2) yes,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,No opinion,5,5,3,4,4,4.48,1,2.8,4.9,5.02,4.48,1.6,3.22,3.52,2.92,3.22,3.22,Not sure,Not sure,Not sure,5,It's fine.,4,4,3,5,5,2,5,2,2,4,4,5,5,4,5,5,4,5,2,4,2,4,4,4,4,30,37,48,30,29,36,30,31,36,36,33,25,36,34,4,3,4,4,4,4,Not sure,Not sure,Not sure,2,5,1,5,4,3.7,3,One with humans,Not sure,It is already more intelligent than people,Somewhat support,Somewhat support,7,7,6,7,(2) agree,No,No,Yes,"[""None of the above""]",1,1,3.88,Protestant,,Vegan,,11.88,26,Female,South,White,5,22500,79336,612,0,1,0,0,0,0,0,1,0,4,high,18_34,_24999,0.846706039
(5) no,(4) probably no,(5) no,(3) probably yes,(6) definitely no,(4) probably no,(2) yes,(6) definitely no,(5) no,(6) definitely no,(6) definitely no,(6) definitely no,(3) probably yes,(5) no,(4) probably no,(4) probably no,6,3,2,5,5,4.24,1,3.76,1.42,3.04,1,3.76,5.38,3.16,3.52,3.22,4.78,No,No,Not sure,2,It's fine.,5,4,3,5,5,3,3,5,3,6,5,5,5,6,6,6,2,1,4,2,2,2,5,3,5,73,45,81,45,76,57,38,64,64,84,31,63,63,59,5,3,3,3,5,2,No,Yes,No,0,2,0,6,5,3.82,5,One with humans,Not very concerned,Very likely,Somewhat support,Somewhat oppose,6,5,6,5,(2) agree,Yes,No,Yes,"[""Had a conversation with a robot/AI""]",3,3,3.16,Agnostic,,Meat-eater,,11.63,20,Female,Midwest,White,5,22500,58436,613,1,0,0,0,1,0,0,0,0.2,3,high,18_34,_24999,0.819733158
(4) probably no,(2) yes,(5) no,(5) no,(3) probably yes,(2) yes,(4) probably no,(3) probably yes,(3) probably yes,(3) probably yes,(5) no,(5) no,(2) yes,(4) probably no,(3) probably yes,(4) probably no,6,3,5,3,6,6.04,4.48,4.78,4.9,3.4,4.72,3.16,5.08,6.94,2.98,2.92,5.44,Yes,Yes,No,6,It's too fast.,5,2,1,3,3,5,5,3,1,2,4,1,4,5,5,3,3,3,3,5,6,2,5,3,5,83,62,38,69,41,62,29,68,37,43,42,81,63,42,2,5,3,2,3,5,Yes,Yes,Not sure,15,8,2,3,5,4.84,5,One without humans,Not very concerned,Not at all likely,Somewhat oppose,Somewhat support,3,3,6,6,(2) agree,No,Yes,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",2,3,2.64,Other,lutheran,Meat-eater,,2.82,23,Female,South,White,5,22500,28464,614,0,0,0,0,1,1,0,0,0.4,3,high,18_34,_24999,0.846706039
(5) no,(5) no,(5) no,(3) probably yes,(5) no,(5) no,(2) yes,(5) no,(5) no,(5) no,(5) no,(6) definitely no,(3) probably yes,(6) definitely no,(5) no,(5) no,1,1,1,2,5,3.4,2.26,3.46,2.86,3.94,1.48,1.84,1.84,1.48,1.42,2.02,1.66,Yes,Yes,Yes,6,It's too fast.,1,6,5,7,7,1,7,7,4,6,7,7,7,6,7,6,1,1,1,1,1,1,2,7,1,8,8,69,22,7,16,23,76,12,38,17,59,59,71,1,1,1,1,3,1,No,No,No,-1,25,5,1,5,2.5,1,One with humans,Somewhat concerned,Very likely,Somewhat support,Somewhat support,7,5,7,7,(2) agree,No,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",1,0,3.4,Protestant,,Meat-eater,,10.42,31,Female,South,White,5,77500,37101,615,0,0,0,0,0,0,1,0,0.2,7,high,18_34,75000_99999,0.988505746
(6) definitely no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(6) definitely no,(4) probably no,(5) no,(5) no,(5) no,(5) no,2,1,2,3,2,2.56,3.04,2.14,1.42,1.06,1.18,1,1,1,1.24,1.12,1.12,Not sure,Yes,Yes,6,It's too fast.,5,6,7,7,7,1,6,6,6,6,5,5,6,6,7,7,2,1,6,3,2,2,5,1,2,2,2,73,3,22,62,5,76,60,28,0,75,77,21,2,1,1,1,4,4,No,No,No,0,0,0,1,2,1.3,3,One with humans,Somewhat concerned,Somewhat likely,Strongly support,Somewhat support,7,7,6,7,(2) agree,No,Yes,No,"[""None of the above""]",0,0,3,None,,Meat-eater,,18.75,36,Male,South,White,6,57500,75065,616,1,0,0,0,0,0,0,1,0,3,high,35_54,50000_74999,1.148656499
(6) definitely no,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(6) definitely no,(1) definitely yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,1,4,1,1,4,4.36,2.92,4.6,4.42,3.94,1.84,1,1,1,1,1,1,No,Not sure,Yes,6,It's too fast.,6,2,6,7,7,1,7,7,1,6,7,7,7,6,7,6,2,1,2,2,1,2,1,1,1,8,0,58,62,56,63,14,3,56,23,13,55,31,56,1,1,1,1,1,5,No,No,No,0,0,0,1,1,1,1,One with humans,Not at all concerned,Not at all likely,Strongly support,Strongly support,6,5,5,1,(2) agree,Yes,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",5,0,5,Protestant,,Meat-eater,,19.15,73,Female,Midwest,White,6,22500,57401,617,0,0,0,0,0,0,1,0,0.2,2,high,55_,_24999,0.803099678
(6) definitely no,(6) definitely no,(6) definitely no,(3) probably yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(3) probably yes,(4) probably no,(1) definitely yes,(3) probably yes,(6) definitely no,(6) definitely no,2,5,2,6,5,6.64,7,7,5.68,7,7,2.74,5.38,2.44,2.92,2.38,2.44,No,Yes,Yes,2,It's fine.,3,7,1,7,7,1,7,7,7,7,5,6,7,2,7,3,1,1,1,1,1,1,7,2,1,10,2,70,63,2,37,65,6,73,77,1,83,100,76,5,2,1,1,3,1,No,No,No,0,0,0,5,2,1.72,1,One with humans,Very concerned,Somewhat likely,Strongly support,Strongly support,5,7,4,7,(2) agree,No,No,Yes,"[""None of the above""]",0,2,2.16,Other,Non denominational,Meat-eater,,20.75,41,Female,Midwest,White,5,137500,43719,618,0,0,0,0,0,0,0,1,0,5,high,35_54,100000_,0.959183593
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(2) yes,(5) no,(5) no,(5) no,(2) yes,(5) no,(5) no,(5) no,(5) no,(5) no,3,3,3,3,3,6.22,4.78,4.84,4.72,5.8,2.98,2.5,3.34,3.58,5.02,3.1,3.64,Not sure,Not sure,Not sure,3,It's too fast.,3,3,3,5,5,2,4,5,6,4,5,5,5,6,6,7,5,4,5,5,4,4,6,6,6,52,14,64,61,57,72,44,63,64,72,62,60,43,49,5,4,6,4,6,4,Not sure,Not sure,Not sure,5,10,5,6,3,1.24,1,One with humans,Somewhat concerned,Somewhat likely,Somewhat support,Not sure,5,6,5,6,(2) agree,No,No,Yes,"[""None of the above""]",0,2,4.2,Protestant,,Vegetarian,,17.43,59,Female,South,White,5,7500,21793,619,0,1,0,0,0,0,0,1,0,5,high,55_,_24999,0.829525243
(6) definitely no,(3) probably yes,(6) definitely no,(3) probably yes,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(6) definitely no,(3) probably yes,(6) definitely no,(6) definitely no,(6) definitely no,2,3,2,5,1,2.32,1.78,1.9,1.54,2.62,2.26,1.42,1.54,1.72,1.36,1.84,1.48,Yes,No,Yes,2,It's too fast.,5,4,5,6,6,2,6,6,6,6,6,6,6,6,7,6,1,1,3,1,1,1,1,1,1,9,10,11,9,7,15,5,5,7,14,6,9,13,4,1,1,1,1,1,1,No,Yes,No,7,5,15,5,2,1,1,One without humans,Not very concerned,Very likely,Somewhat oppose,Somewhat support,6,7,6,7,(2) agree,No,Yes,No,"[""Had a conversation with a robot/AI""]",1,1,3,None,,Meat-eater,,9.43,19,Male,Midwest,White,5,82500,49333,620,1,0,0,0,1,0,0,0,0.2,3,high,18_34,75000_99999,1.101525251
(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(6) definitely no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,(5) no,7,6,6,7,7,4.84,4.84,5.2,5.26,5.02,5.26,5.08,5.26,5.26,5.62,5.26,5.02,Yes,Not sure,Not sure,5,It's too fast.,6,6,6,5,7,6,6,5,5,6,6,6,6,6,6,5,6,6,6,5,6,6,5,6,5,67,70,71,73,70,64,75,71,62,74,67,67,75,66,5,6,4,4,4,6,Not sure,Not sure,Not sure,3,2,2,5,6,4.96,5,One with humans,Not very concerned,Not very likely,Somewhat support,Not sure,3,5,5,5,(2) agree,No,Yes,Yes,"[""None of the above""]",2,3,4,Undisclosed,,Other restrictions,,10.22,30,Female,West,Hispanic,5,77500,92083,621,1,1,0,0,0,0,0,1,0,2,high,18_34,75000_99999,0.975436595
(1) definitely yes,(2) yes,(1) definitely yes,(2) yes,(1) definitely yes,(1) definitely yes,(1) definitely yes,(2) yes,(1) definitely yes,(2) yes,(2) yes,(1) definitely yes,(2) yes,(2) yes,(2) yes,(1) definitely yes,7,6,6,7,6,6.46,6.76,6.28,6.76,6.76,6.58,6.76,7,7,6.34,7,6.34,Yes,Yes,Yes,7,It's too fast.,7,7,6,7,6,6,7,7,6,7,7,6,7,7,7,6,7,7,6,7,6,7,6,7,7,99,97,89,92,100,98,83,95,100,92,91,98,99,89,7,6,7,7,7,6,Yes,Yes,Yes,3,4,3,7,6,7,7,One with humans,Very concerned,Very likely,Strongly support,Strongly support,7,6,7,6,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",4,4,1,Muslim,white,Pescatarian,it is very better the for great,8.63,38,Male,Midwest,White,11,137500,53110,622,0,1,0,0,1,0,1,0,0.4,1,post_grad,35_54,100000_,1.027742187
(1) definitely yes,(3) probably yes,(2) yes,(2) yes,(2) yes,(3) probably yes,(3) probably yes,(1) definitely yes,(2) yes,(2) yes,(3) probably yes,(2) yes,(1) definitely yes,(3) probably yes,(1) definitely yes,(1) definitely yes,6,7,6,7,6,4.3,4.48,4.54,4.54,4.06,4.36,5.44,5.14,4.54,4.36,4.42,4.84,Yes,Yes,Yes,6,It's fine.,6,6,3,7,6,6,6,7,6,7,7,7,6,7,6,7,6,6,5,3,5,6,5,6,6,66,58,62,69,60,54,64,61,59,58,56,59,53,69,6,5,5,7,5,6,No,Yes,No,1,0,2,6,7,4.54,5,One with humans,Somewhat concerned,Somewhat likely,Somewhat oppose,Strongly support,6,7,6,7,(2) agree,No,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a family member or friend about robots/AIs""]",4,3,3.32,Catholic,,Meat-eater,none,9.32,43,Male,Northeast,White,11,225000,11221,623,0,0,0,1,0,0,1,0,0.4,2,post_grad,35_54,100000_,1.093211078
(6) definitely no,(3) probably yes,(6) definitely no,(3) probably yes,(6) definitely no,(6) definitely no,(2) yes,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,(6) definitely no,2,3,5,4,4,3.28,3.16,3.28,4.36,5.08,4.3,4.3,6.22,3.52,3.76,4.54,4.78,Not sure,Not sure,No,2,Not sure,6,1,2,1,2,6,2,1,2,5,2,2,2,4,7,7,4,1,4,5,4,3,2,2,2,10,18,76,40,63,61,56,44,59,44,37,48,32,61,4,2,4,2,4,1,Not sure,Not sure,Not sure,0,15,0,1,4,2.2,1,One with humans,Not at all concerned,Somewhat likely,Not sure,Not sure,1,2,4,5,(2) agree,No,No,Yes,"[""None of the above""]",0,0,4.04,Other,LDS,Meat-eater,,12.97,67,Male,West,White,5,225000,92705,624,0,0,0,0,0,0,0,1,0,2,high,55_,100000_,1.100150227
