PMC1,PMC2,PMC3,PMC4,PMC5,PMC6,PMC7,PMC8,PMC9,PMC10,PMC11,PMC12,MCE1,MCE2,MCE3,MCE4,MCE5,MCE6,MCE7,MCE8,MCE9,MCE21,MCE22,MCE23,MCE24,MCE25,MCE26,MCE27,MCE28,MCE29,MCE30,MCE31,MP1,MP2,MP3,MP4,SI1,SI2,SI3,SI4,SI6,SI7,SI8,SI9,SI10,SI11,SI12,SI13,SI14,SI15,SI16,F1,F11,F2,F3,F4,F5,F6,F7,F8,F9,F10,MCA1,MCA2,MCEn1,MCEn2,Norm,TA1,TA2,Sub1,Sub2,Anth1,Anth2,Anth3,Anth4,attention,own,work,smart,exper,fint,fexp,politics,religion,relelse,diet,feedback,minutes,progress,age,gender,region,raceethnicity,education,income,Pcode,exp_seen_abuse,exp_video_abuse,exp_conv_robot,exp_book_article,exp_conv_friend,exp_none,religionRNR,dietMR,exp_prop,PMC1nr,PMC2nr,PMC3nr,PMC4nr,PMC5nr,PMC6nr,PMC7nr,PMC8nr,PMC9nr,PMC10nr,PMC11nr,PMC12nr,MCE1nr,MCE2nr,MCE3nr,MCE4nr,MCE5nr,MCE6nr,MCE7nr,MCE8nr,MCE9nr,SI1nr,SI2nr,SI3nr,SI4nr,MCA1nr,MCA2nr,MCEn1nr,MCEn2nr,education_recode,age_recode,income_recode,weight
2,6,2,2,2,2,6,6,6,6,6,5,6,6,6,6,7,6,6,6,6,3.44,1.16,2.48,1.28,2.48,4.76,2.72,1.12,1.24,3.28,2.32,42,19,94,57,6,2,3,3,6,6,6,5,6,6,5,5,7,7,4,Yes,Yes,8,5,100,3.48,2.12,4.4,3.6,4.36,3.84,7,6,7,7,3.4,1,6.1,5.56,2.98,3.1,3.6,2.7,2.7,(2) agree,Yes,Yes,Yes,"[""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",4,4,5,Catholic,,Meat-eater,,11.58,0.923076923,34,Male,Midwest,White,10,137500,646,0,0,0,1,1,0,0,0,0.4,2,5,2,2,2,2,5,5,5,5,5,4,5,5,5,5,6,5,5,5,5,5,2,3,3,6,5,6,6,bachelors,18_34,100000_,1.007787974
4,4,4,4,4,2,4,4,2,4,6,4,4,4,4,4,4,4,2,4,7,3.36,3.52,3.12,3.48,3.32,2.96,3.4,3.48,3.44,3.32,3.44,31,34,51,51,4,7,6,1,5,2,5,5,5,5,2,2,2,6,2,No,No,20,20,40,2.76,2.8,2.64,2.52,2.56,2.8,4,4,4,4,5.02,3.22,3.52,3.16,4.3,3.5,4.6,3.4,2.1,(2) agree,No,No,No,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Read a book or article that discussed AI ethics or moral status""]",1,1,2.52,Catholic,,Meat-eater,,8.1,0.923076923,36,Female,South,White,10,112500,647,0,1,0,1,0,0,0,0,0.4,,,,,,2,,,2,,5,,,,,,,,2,,6,,6,5,1,,,,,bachelors,35_54,100000_,0.813929634
2,3,2,3,6,3,3,6,5,3,5,5,5,6,6,6,6,6,6,5,6,3.84,3.88,3.8,2.56,2.04,2.6,2,2,2.6,2.16,2.24,68,70,63,63,6,2,5,5,6,4,5,2,7,4,2,1,5,4,7,No,No,1,1,98,3.2,1.96,3.72,4.32,3.72,3.68,2,5,5,6,6.4,4.54,4.6,4.54,6.16,5.5,9.3,5.2,5.9,(2) agree,No,No,No,"[""None of the above""]",0,1,3.08,Undisclosed,,Meat-eater,,8.3,0.923076923,39,Female,South,White,5,175000,648,0,0,0,0,0,1,1,0,0,2,3,2,3,5,3,3,5,4,3,4,4,4,5,5,5,5,5,5,4,5,5,2,4,4,2,4,4,5,high,35_54,100000_,1.123206525
6,1,6,5,2,7,6,5,3,6,6,6,6,3,7,6,7,3,6,7,6,2,2.4,2,1.12,1.24,2,2,1.08,1.32,1.52,2,30,30,72,30,4,2,6,7,4,3,3,1,1,5,1,2,5,5,1,No,Not sure,20,20,60,4.12,3.48,4.56,4,3.8,3.56,6,5,3,7,5.14,1.84,2.32,3.58,2.56,6.1,7.1,3.7,6,(2) agree,No,No,No,"[""None of the above""]",0,0,3,Protestant,,Meat-eater,,25.52,0.923076923,69,Female,Midwest,White,10,137500,649,0,0,0,0,0,1,0,0,0,5,1,5,4,2,6,5,4,3,5,5,5,5,3,6,5,6,3,5,6,5,,2,5,6,5,4,3,6,bachelors,55_,100000_,0.806604656
7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,1.12,1.04,1.2,1.04,1.32,1.28,1.28,1.36,5,1.24,0,0,94,0,7,6,7,6,1,1,1,1,1,1,1,1,1,1,1,No,No,25,25,97,5,5,5,1,1,1,6,6,7,7,7,1,1,1,7,0,0,0,0,(2) agree,No,No,No,"[""Had a conversation with a robot/AI""]",0,2,3.32,Protestant,,Meat-eater,,8.87,0.923076923,66,Male,West,Indigenous,11,112500,650,0,0,1,0,0,0,0,0,0.2,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,5,5,5,6,6,post_grad,55_,100000_,0.384698389
2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,3.4,3,1,1,1,3.64,1,4,5,4,0,0,70,70,5,5,5,6,3,2,2,1,2,2,4,2,3,5,3,No,No,-1,30,50,1,3,1,1,1,1,7,7,5,5,3.4,1,1,5.02,7,0,9,0,0,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",1,0,3,Atheist,,Meat-eater,,18.97,0.923076923,42,Female,West,Asian,5,175000,651,0,0,1,0,1,0,1,0,0.4,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,6,6,4,4,high,35_54,100000_,1.188622898
4,5,6,5,4,6,7,5,4,4,5,3,6,4,7,6,7,4,6,5,1,4.12,4.68,1.32,4.16,4,1.24,3.88,1,4.24,1,3,90,1,89,0,6,6,5,5,5,6,7,5,7,1,7,2,2,3,1,Not sure,Not sure,5,10,90,3.8,1,4.64,4.36,4.12,5,7,7,7,7,6.76,1,4,5.08,4,0.2,0,3.3,6.7,(2) agree,No,No,No,"[""None of the above""]",0,0,1,Catholic,,Meat-eater,NO FEEDBACK,166.4,0.923076923,75,Female,Northeast,Asian,11,82500,652,0,0,0,0,0,1,0,0,0,,4,5,4,,5,6,4,,,4,3,5,,6,5,6,,5,4,1,5,5,4,4,6,6,6,6,post_grad,55_,75000_99999,0.832293031
3,5,5,3,5,5,5,3,3,5,3,3,3,5,5,5,5,5,5,3,3,3.32,3.2,3.44,3.2,3.2,2.88,3.4,2.72,3.2,3.4,3.16,60,64,57,58,5,3,5,5,3,4,5,4,2,1,7,3,5,4,5,No,Not sure,1,1,65,3.44,3.36,3.36,3.44,3.32,3.4,5,5,6,5,4.54,4.36,4.54,4.9,4.42,5.8,6,5.9,6.3,(2) agree,No,Yes,No,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",2,1,3.28,None,,Other restrictions,,5.33,0.923076923,42,Female,South,Black,13,300000,653,0,1,0,1,1,0,1,1,0.6,3,4,4,3,4,4,4,3,3,4,3,3,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,5,4,post_grad,35_54,100000_,0.840894613
6,5,6,6,5,6,5,5,3,6,5,5,5,5,6,5,6,3,6,6,6,3.52,3.4,3.76,3.36,3.36,3.32,2.72,3.12,3.44,3.72,3.52,41,40,66,60,6,5,5,5,2,1,2,2,2,1,2,2,2,3,1,No,Not sure,1,2,53,3.44,3.16,3.24,3.56,3.68,3.28,6,5,6,6,4.6,3.52,4.36,4.24,2.5,4.1,3.5,5.9,2.2,(2) agree,No,No,No,"[""None of the above""]",0,1,2.28,Protestant,,Meat-eater,None,15.13,0.923076923,61,Female,South,Black,7,112500,654,0,0,0,0,0,1,0,0,0,5,4,5,5,4,5,4,4,3,5,4,4,4,4,5,4,5,3,5,5,5,5,4,4,4,5,4,5,5,some_college,55_,100000_,1.196526077
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,2,1.32,1.2,3,1.28,4.04,1.36,1.72,1.2,4.12,3.96,3.92,90,90,90,90,6,2,2,2,4,4,4,3,5,3,4,4,5,4,4,Yes,Yes,0,2,87,4.32,4.16,4.32,4.28,4.24,4.24,6,6,6,6,5.44,5.74,5.86,5.86,5.74,7.7,8.5,8,8,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",4,4,1.48,None,,Vegan,,5.43,0.923076923,24,Female,South,Black,10,112500,655,0,0,1,1,0,0,1,1,0.4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,2,2,2,5,5,5,5,bachelors,18_34,100000_,0.803427185
3,6,7,6,2,3,1,5,3,5,2,1,3,1,5,7,5,1,5,3,2,4,3.56,3.32,3.68,1.24,2.28,1.72,1.24,2.64,2.84,2.76,10,4,79,40,5,6,6,7,2,3,3,1,4,2,2,3,2,2,2,No,No,-1,5,10,5,4.16,4.16,2.76,3.52,4.76,7,5,7,6,7,2.08,2.56,5.62,3.04,3,4,6.1,0.7,(2) agree,No,No,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",0,0,1.84,Protestant,,Meat-eater,,16.42,0.923076923,34,Male,Midwest,Black,8,77500,656,0,0,1,0,1,0,0,0,0.4,3,5,6,5,2,3,1,4,3,4,2,1,3,1,4,6,4,1,4,3,2,4,5,5,6,6,4,6,5,some_college,18_34,75000_99999,1.292242463
1,1,1,1,3,3,7,7,1,7,7,7,7,7,7,6,7,5,7,7,7,4.48,4.52,4.4,4.32,4.2,4.32,3.88,4.4,4.36,4.48,4.4,83,78,91,85,6,1,1,1,6,4,6,7,6,4,3,5,7,6,4,Not sure,Not sure,5,5,91,2.76,1.52,4.52,4.48,4.76,4.44,7,7,7,6,1.9,1.96,3.88,5.08,4.24,9.7,7.4,7.8,7.7,(2) agree,No,No,Yes,"[""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",1,3,3.16,Catholic,,Vegetarian,Good,16.88,0.923076923,33,Male,West,White,10,97500,657,0,0,0,1,1,0,0,1,0.4,1,1,1,1,3,3,6,6,1,6,6,6,6,6,6,5,6,4,6,6,6,5,1,1,1,6,6,6,5,bachelors,18_34,75000_99999,0.908217016
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2.96,3,2.96,3,2.96,2.96,3,2.96,3,5,2.96,41,0,51,50,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,No,No,1,1,49,5,2.96,1,3.04,4.68,1.08,5,4,4,4,4,1.84,4,4.06,4,0,4.9,5,5,(2) agree,Yes,No,No,"[""None of the above""]",2,2,4,Protestant,,Vegetarian,,11.5,0.923076923,37,Male,West,White,10,175000,658,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,3,,,,,,,5,5,,4,,,,bachelors,35_54,100000_,0.99258508
6,6,6,7,1,5,7,6,6,2,2,5,6,5,6,7,5,7,5,4,1,3.08,3.08,3.08,4.16,3.08,3.04,3.04,3.08,3.04,3.08,3.08,51,52,51,51,2,5,5,6,2,1,1,3,5,1,1,1,1,1,3,Yes,Yes,1,1,76,3.04,3.04,2.84,3.08,3.08,3.04,1,2,1,1,4.06,4.12,4.06,4.06,4.06,5.1,5.2,5.2,5.1,(2) agree,Yes,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",3,5,3.84,Hindu,,Vegan,mnone,9.57,0.923076923,28,Male,West,White,11,77500,659,0,0,0,0,1,0,0,1,0.2,5,5,5,6,1,4,6,5,5,2,2,4,5,4,5,6,4,6,4,,1,2,4,4,5,1,2,1,1,post_grad,18_34,75000_99999,0.991787776
1,1,1,1,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,4.32,4.68,4.44,3.96,4.36,4.36,4.44,4.52,4.12,3.88,4.24,78,82,85,87,2,1,1,1,7,6,6,6,6,3,6,5,6,5,5,Not sure,Not sure,5,5,93,4.48,4.32,4.6,4.28,4.84,4.12,7,7,7,7,6.16,5.68,6.16,3.76,1.24,8.6,8.6,8.9,9,(2) agree,No,No,Yes,"[""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",3,3,2.92,Catholic,,Vegetarian,Good,11.85,0.948717949,33,Male,West,White,10,97500,660,0,0,0,1,1,0,0,1,0.4,1,1,1,1,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,2,1,1,1,6,6,6,6,bachelors,18_34,75000_99999,0.908217016
7,7,7,7,5,7,2,1,2,7,3,7,1,2,4,2,1,5,1,1,3,4.44,1.84,4.68,1.36,3.6,1.4,2.28,1.16,4.84,5,1.36,12,10,69,56,3,6,7,7,5,5,7,7,4,4,6,7,7,4,4,No,Yes,10,5,74,3.6,1.2,1.4,1.08,2.96,1.52,7,6,7,5,4.84,1.42,7,4.6,4.78,4.1,6.8,4,3.4,(2) agree,Yes,Yes,No,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans""]",4,4,2.96,Catholic,,Meat-eater,,8.55,0.923076923,33,Female,South,White,10,97500,661,0,1,0,0,0,0,0,0,0.2,6,6,6,6,4,6,2,1,2,6,3,6,1,2,,2,1,4,1,1,3,3,5,6,6,6,5,6,4,bachelors,18_34,75000_99999,0.744746983
5,4,5,5,5,3,5,3,5,5,5,4,6,3,5,3,5,2,5,5,6,3.6,3.28,1.88,2.12,2.04,1.44,4.32,1.72,3.52,4.36,4.04,17,25,82,68,5,5,5,5,3,3,1,1,1,1,1,1,3,2,4,Not sure,Not sure,0,0,74,3.44,3.44,3.92,1.6,1.76,1.8,7,7,6,6,5.92,1.72,2.74,6.1,2.92,2.9,7.8,6,2.3,(2) agree,No,No,Yes,"[""None of the above""]",0,1,3.76,None,,Vegetarian,,15.65,0.923076923,54,Female,South,White,7,77500,662,0,0,0,0,0,1,1,1,0,4,,4,4,4,3,4,3,4,4,4,,5,3,4,3,4,2,4,4,5,4,4,4,4,6,6,5,5,some_college,35_54,75000_99999,1.103153899
3,5,3,2,6,3,3,3,2,3,3,4,5,3,5,2,5,3,3,3,5,3,2.16,2.52,4,1.6,2,2.2,2.56,2.6,2.52,2.04,40,30,75,50,5,5,5,5,7,4,6,4,6,4,6,4,6,7,4,Not sure,Not sure,0,2,75,1.72,2.32,3.36,1.76,4,4.04,5,5,5,6,6.7,2.02,5.02,3.28,5.08,3,5,4,3,(2) agree,No,No,No,"[""None of the above""]",0,0,2.52,None,,Meat-eater,,19.88,0.923076923,74,Male,Northeast,White,9,87500,663,0,0,0,0,0,1,1,0,0,3,4,3,2,5,3,3,3,2,3,3,,4,3,4,2,4,3,3,3,4,4,4,4,4,4,4,4,5,associates,55_,75000_99999,0.937404783
4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,6,3.56,3.32,3.28,2.84,2.92,3.68,3.28,3.48,4.32,3.32,3.52,66,84,62,65,4,5,5,5,1,6,1,6,5,7,2,5,6,6,6,Not sure,Not sure,50,50,72,3.48,3.44,3.92,3.76,3.56,3.8,7,7,7,7,2.2,1,1.54,1.36,6.1,2.6,2.6,2.4,2.9,(2) agree,No,Yes,Yes,"[""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",1,2,2.2,Undisclosed,,Meat-eater,,41.55,0.923076923,63,Female,South,White,10,77500,664,0,0,1,0,1,0,1,0,0.4,,,4,,,,,,,,,,4,,,,,4,,,5,,4,4,4,6,6,6,6,bachelors,55_,75000_99999,0.717667001
5,5,5,3,3,5,5,5,2,5,5,3,5,4,6,3,7,2,5,5,7,3.72,3.8,3.92,3.48,2.76,2.12,2.8,1.8,3.48,3.28,4.04,0,0,95,70,7,3,5,6,3,1,2,3,1,4,4,2,4,2,2,Not sure,Not sure,5,3,75,3.88,3.24,4.04,3.36,3,3.68,5,6,5,5,6.04,1,3.76,3.64,3.34,0,2.9,5.9,0,(2) agree,Yes,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Had a conversation with a family member or friend about robots/AIs""]",4,4,3.64,Protestant,,Meat-eater,I do not have any feedback to share about the survey.,8.92,0.923076923,30,Male,West,White,10,112500,665,0,1,1,0,1,0,0,0,0.6,4,4,4,3,3,4,4,4,2,4,4,3,4,,5,3,6,2,4,4,6,6,3,4,5,4,5,4,4,bachelors,18_34,100000_,1.035623297
1,5,2,5,4,4,5,4,4,6,5,2,6,3,6,2,4,2,3,2,7,3.84,3.76,3.92,3.88,3.96,3.84,3.8,3.8,4,3.88,3.96,73,72,70,73,4,2,6,6,5,1,4,3,2,5,1,7,3,7,3,No,No,200,200,15,2.12,2.2,2.2,2.08,1.68,2.08,7,7,7,7,6.82,1.24,4.12,5.5,4.12,0,0.4,6.9,0.4,(2) agree,Yes,No,Yes,"[""Had a conversation with a family member or friend about robots/AIs""]",1,3,3.12,Catholic,,Meat-eater,Weird one right here man.,9.08,0.923076923,39,Male,South,White,8,112500,666,0,0,0,0,1,0,0,0,0.2,1,4,2,4,,,4,,,5,4,2,5,3,5,2,,2,3,2,6,,2,5,5,6,6,6,6,some_college,35_54,100000_,1.514505844
6,7,7,6,6,6,7,7,6,6,7,6,7,6,6,3,6,6,6,7,7,5,4.64,5,4.96,5,4.12,4.56,4.48,4,4.08,4.2,100,100,93,92,6,6,2,7,2,2,2,2,2,2,2,2,2,2,2,Yes,Yes,-1,-1,72,3.8,4.36,5,1.84,4.24,3.92,6,6,6,1,5.74,1,6.28,6.4,6.28,9.9,8.6,9.4,8.6,(2) agree,Yes,Yes,Yes,"[""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",5,5,3,Atheist,,Vegetarian,this is very good survey,35.48,0.923076923,38,Male,South,White,11,175000,667,0,0,0,1,1,0,1,1,0.4,5,6,6,5,5,5,6,6,5,5,6,5,6,5,5,3,5,5,5,6,6,5,5,2,6,5,5,5,1,post_grad,35_54,100000_,1.0701352
1,6,6,6,2,3,5,5,5,5,5,2,6,5,6,5,6,1,7,7,7,4.96,5,4.96,5,4.92,4.92,1,5,5,4.96,5,51,50,99,1,7,5,5,5,5,6,6,5,6,7,6,7,7,6,6,No,Yes,7,7,100,2.08,1.24,5,1.36,3,5,7,7,7,7,4.96,4,7,7,7,10,5.1,9.9,5,(2) agree,No,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",5,4,1.52,Muslim,,Meat-eater,,17.97,0.923076923,40,Male,Midwest,White,11,175000,668,0,1,1,1,0,0,0,0,0.6,1,5,5,5,2,3,4,4,4,4,4,2,5,4,5,4,5,1,6,6,6,6,4,4,4,6,6,6,6,post_grad,35_54,100000_,1.054785666
7,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.04,0,0,21,13,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,No,No,0,0,0,1,1.08,1,1,1,1,7,7,7,5,7,1,1,1,7,0,0,0,0,(2) agree,No,No,No,"[""None of the above""]",0,0,4.08,Catholic,,Meat-eater,,11.05,0.923076923,46,Female,Northeast,White,9,137500,669,0,0,0,0,0,1,0,0,0,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,4,associates,35_54,100000_,0.883015601
6,3,6,7,5,3,3,3,1,6,5,5,5,2,5,3,5,2,5,5,5,2.64,3.72,1.96,3.16,2.48,2.64,3.64,3.28,2.8,1.44,3.12,16,27,71,45,6,5,6,6,5,5,1,6,4,5,4,3,3,1,3,Not sure,Not sure,10,2,76,3.44,3.48,4.2,3.48,2.72,3.84,6,6,6,6,4.6,1.24,3.34,5.2,5.32,3.8,4.2,5.7,2.4,(2) agree,No,No,No,"[""Read a book or article that discussed AI ethics or moral status""]",0,1,2.72,Protestant,,Meat-eater,none,13.8,0.923076923,61,Female,Northeast,White,8,112500,670,0,0,0,1,0,0,0,0,0.2,5,3,5,6,4,3,3,3,1,5,4,4,4,2,4,3,4,2,4,4,4,5,4,5,5,5,5,5,5,some_college,55_,100000_,1.285566286
5,3,5,3,6,3,5,5,7,2,5,5,6,5,5,2,5,2,3,6,2,2.6,3.28,2.64,3.4,2.68,3.6,3.28,3.6,3.48,3.36,3.36,51,40,57,43,6,2,1,2,3,3,3,4,2,4,1,6,5,5,4,Yes,No,1,0,68,3.36,2.56,2.6,3.48,2.76,3.4,5,5,5,2,4.84,3.64,3.46,4.42,4.48,6.5,4.3,3.5,6.4,(2) agree,Yes,No,No,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",1,5,3.44,Catholic,,Pescatarian,The survey was so good.,25.78,0.923076923,45,Male,South,White,11,175000,671,0,0,1,1,0,0,0,1,0.4,4,3,4,3,5,3,4,4,6,2,4,4,5,4,4,2,4,2,3,5,2,5,2,1,2,4,4,4,2,post_grad,35_54,100000_,1.0701352
7,7,6,7,7,7,7,7,6,7,7,7,6,5,1,3,2,7,6,6,7,4.6,4.68,4.6,1.72,1.28,3.04,4.32,4.52,4.2,5,4.76,89,88,86,87,7,7,5,7,5,2,7,7,6,5,6,6,2,6,5,Yes,Yes,0,0,95,4.68,5,4.68,4.76,4.8,4.8,7,7,7,6,6.4,6.64,6.28,6.4,6.88,9.2,9.5,9,9.3,(2) agree,No,No,No,"[""None of the above""]",0,0,1.32,Protestant,Not significant. Thanks.,Meat-eater,Robot can not be like a human.,21.47,0.923076923,47,Male,South,White,11,175000,672,0,0,0,0,0,1,0,0,0,6,6,5,6,6,6,6,6,5,6,6,6,5,4,1,3,2,6,5,5,6,6,6,4,6,6,6,6,5,post_grad,35_54,100000_,1.0701352
6,6,7,7,2,7,1,1,1,1,1,1,1,1,6,2,3,1,1,1,6,4.2,3.16,2.64,2.16,1.64,3.16,4.84,2.84,3.08,5,2.48,55,41,74,62,7,7,7,7,4,5,4,7,6,3,5,5,5,1,4,Not sure,Not sure,20,20,78,1.04,1.16,1.2,1.12,1.2,1.2,6,5,6,2,4.18,4.36,4.12,3.64,3.76,4.2,4.3,5.6,5.5,(2) agree,No,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans"",""Read a book or article that discussed AI ethics or moral status"",""Had a conversation with a family member or friend about robots/AIs""]",2,4,2.96,None,,Vegan,none,11.97,0.923076923,53,Male,South,White,10,97500,673,0,1,0,1,1,0,1,1,0.6,5,5,6,6,2,6,1,1,1,1,1,1,1,1,5,2,3,1,1,1,5,6,6,6,6,5,4,5,2,bachelors,35_54,75000_99999,0.85940397
7,7,7,6,6,7,7,6,5,6,7,7,7,7,6,6,5,7,7,7,6,3.48,3.36,2.48,2.72,3.52,3.44,2.76,3.4,3.48,3.4,2.72,88,74,90,74,7,6,7,7,7,7,5,6,4,6,6,7,6,5,6,Yes,Yes,0,1,84,4,4.64,4.08,4.16,4.36,4.48,7,7,7,5,6.46,5.8,6.58,6.4,5.8,9.3,8.6,9.2,7.9,(2) agree,Yes,No,Yes,"[""Saw a robot being physically abused or attacked by humans"",""Had a conversation with a robot/AI""]",4,4,5,Catholic,,Pescatarian,,16.75,0.923076923,38,Male,West,White,10,112500,674,1,0,1,0,0,0,0,1,0.4,6,6,6,5,5,6,6,5,4,5,6,6,6,6,5,5,4,6,6,6,5,6,5,6,6,6,6,6,4,bachelors,35_54,100000_,0.99258508
1,3,1,1,1,7,5,5,1,1,5,1,5,1,5,1,7,1,7,7,7,3.16,3,2.88,2.52,2.8,2.88,2.76,2.68,3.6,2.48,3.28,0,0,100,0,6,2,2,1,7,6,5,5,4,4,7,5,6,5,6,No,Yes,26,30,100,5,5,5,3.84,4,3.68,7,5,7,7,2.62,1,1,7,2.62,0,0,0,0,(2) agree,Yes,No,Yes,"[""None of the above""]",4,2,2.56,Protestant,,Meat-eater,,6.48,0.923076923,31,Male,Midwest,White,10,82500,675,0,0,0,0,0,1,0,0,0,1,3,1,1,1,6,4,4,1,1,4,1,4,1,4,1,6,1,6,6,6,5,2,2,1,6,4,6,6,bachelors,18_34,75000_99999,0.883806099
2,6,2,6,6,6,6,7,6,6,6,6,7,6,7,7,7,5,6,6,6,4.4,3.84,4.16,4.16,4.08,4.6,4.2,4.28,4.2,4.36,4,92,97,89,76,2,3,5,6,7,7,6,6,6,6,7,7,7,7,7,Yes,Yes,4,5,72,4.56,4.28,4.44,3.96,4.72,4.36,7,6,6,5,6.04,6.22,5.56,6.22,6.46,8.4,8.1,8.1,9.2,(2) agree,Yes,No,Yes,"[""Saw a video, gif, or other media of a robot being physically abused or attacked by humans""]",0,4,4,Protestant,,Meat-eater,Very interesting survey,4.7,0.923076923,42,Female,South,White,10,175000,676,0,1,0,0,0,0,0,0,0.2,2,5,2,5,5,5,5,6,5,5,5,5,6,5,6,6,6,4,5,5,5,2,3,4,5,6,5,5,4,bachelors,35_54,100000_,0.813929634
2,1,7,7,1,1,6,1,1,6,1,1,2,1,7,6,6,1,1,2,1,4.72,3.84,4,2.12,2.68,2.44,4.08,2.4,4.04,5,3.96,36,60,98,31,7,7,7,7,6,6,4,2,3,1,5,5,5,7,6,Yes,Yes,0,15,100,1.72,1.48,4.16,1.56,1.96,1.56,7,5,6,1,5.14,1.24,6.22,6.94,5.8,5.9,5.5,3.3,3.2,(2) agree,Yes,Yes,Yes,"[""Had a conversation with a robot/AI"",""Read a book or article that discussed AI ethics or moral status""]",5,3,4.84,Protestant,,Meat-eater,,24.02,0.948717949,39,Male,Midwest,White,11,92500,677,0,0,1,1,0,0,0,0,0.4,2,1,6,6,1,1,5,1,1,5,1,1,2,1,6,5,5,1,1,2,1,6,6,6,6,6,4,5,1,post_grad,35_54,75000_99999,0.925021959
5,6,6,6,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,3,6,4.48,3.56,1.48,1.64,1.24,1.2,2.04,2.32,2.44,4.36,3.24,6,5,19,14,7,6,7,5,4,4,3,6,5,4,4,5,5,6,6,Not sure,Not sure,10,15,74,1.16,1.28,3.68,1.24,1.2,1.16,7,7,5,5,4.48,1.12,1.6,6.88,1.48,1.4,0.7,1.6,2.4,(2) agree,No,No,No,"[""Had a conversation with a family member or friend about robots/AIs""]",0,0,3.68,Protestant,,Vegetarian,A very user-friendly survey.  Thank you.,16.87,0.923076923,72,Female,Midwest,White,10,112500,678,0,0,0,0,1,0,0,1,0.2,4,5,5,5,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,3,5,6,5,6,4,6,6,4,4,bachelors,55_,100000_,0.806604656
7,7,7,7,7,6,7,7,6,7,7,7,6,7,7,7,7,7,7,7,6,4.84,4.44,4.84,4.8,4.72,4.8,4.2,4.84,4.32,4.36,4.32,93,98,80,94,7,7,7,7,2,7,6,7,7,7,6,7,2,7,7,Yes,Not sure,2,1,100,4.56,4.72,4.92,4.92,4.92,4.64,7,7,7,7,6.82,6.4,6.52,6.7,6.82,9.3,9.1,9.8,9.1,(2) agree,Yes,No,No,"[""Saw a robot being physically abused or attacked by humans""]",2,2,4.16,Protestant,catholic,Meat-eater,I like survey,5.43,0.923076923,33,Female,West,White,7,97500,679,1,0,0,0,0,0,0,0,0.2,6,6,6,6,6,5,6,6,5,6,6,6,5,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,some_college,18_34,75000_99999,1.16581163
